"Observation.Number"	"dist_cod"	"county"	"district"	"gr_span"	"enrl_tot"	"teachers"	"calw_pct"	"meal_pct"	"computer"	"testscr"	"expn_stu"	"avginc"	"el_pct"	"read_scr"	"math_scr"	"str"	"str2"	"csr"	"above_dummy"
"235"	235	67991	"San Diego"	"Cajon Valley Union Elementary"	"KK-08"	19294	924.5700073	18.93190002	50.97079849	2401	657	5280.023438	15.68465424	16.66321182	657.5999756	656.4000244	20.8680790504375	0.124442831968488	0.124442831968488	1
"236"	236	69393	"Santa Clara"	"Campbell Union Elementary"	"KK-08"	7661	386.4200134	7.805799961	32.13679886	1158	657	5433.339844	23.48374939	21.95535851	657.2999878	656.7000122	19.8255776987145	0.1511552016708	0.1511552016708	1
"237"	237	71365	"Sutter"	"Browns Elementary"	"KK-08"	158	8	6.329100132	25.31649971	34	657.1500244	4529.283691	11.64900017	8.860759735	661	653.2999878	19.75	0.215189873417722	0.215189873417722	1
"238"	238	66324	"Nevada"	"Clear Creek Elementary"	"KK-08"	117	6	8.403400421	36.1344986	42	657.4000244	6039.98584	16.3560009	0.854700923	664.9000244	649.9000244	19.5	0.358974358974359	0.358974358974359	1
"239"	239	63057	"Humboldt"	"Trinidad Union Elementary"	"KK-08"	160	8.699999809	16.09199905	36.78160095	37	657.5	6168.229492	14.07400036	0	672.7999878	642.2000122	18.3908050014533	0.23125	0.23125	1
"240"	240	70722	"Sonoma"	"Guerneville Elementary"	"KK-08"	511	27.20000076	27.48539925	51.85189819	30	657.5500488	5774.970215	13.43700027	3.913894176	664.2000122	650.9000244	18.7867641809581	0.0587084148727984	0.0587084148727984	1
"241"	241	69013	"San Mateo"	"San Bruno Park Elementary"	"KK-08"	2770	140.1100006	3.610100031	25.55960083	296	657.6500244	4806.761719	18.33799934	11.94945908	659.7000122	655.5999756	19.7701804877446	0.106859205776173	0.106859205776173	1
"242"	242	71472	"Tehama"	"Antelope Elementary"	"KK-08"	551	28.5	15.2343998	51.5625	46	657.75	4840.936035	11.42599964	3.992740393	660.2000122	655.2999878	19.3333333333333	0.0834845735027223	0.0834845735027223	1
"243"	243	66472	"Orange"	"Centralia Elementary"	"KK-06"	5205	242.5	8.318900108	37.29109955	474	657.7999878	4954.466309	15.74991703	22.93948174	655.0999756	660.5	21.4639175257732	0.0910662824207493	0.0910662824207493	1
"244"	244	67702	"San Bernardino"	"Etiwanda Elementary"	"KK-08"	6437	278.8399963	2.516700029	17.1508007	622	657.9000244	4023.531738	15.77900028	2.485630035	658.5	657.2999878	23.0849235597985	0.0966288643778157	0.0966288643778157	1
"245"	245	65169	"Los Angeles"	"Wiseburn Elementary"	"KK-08"	1712	81.27999878	5.373799801	32.65190125	122	658	5179.411133	14.06200027	9.871495247	657	659	21.0629924421365	0.0712616822429906	0.0712616822429906	1
"246"	246	63024	"Humboldt"	"Scotia Union Elementary"	"KK-08"	370	19.79999924	6.504099846	36.31439972	56	658.3499756	4385.229492	12.17399979	0.540540576	664	652.7000122	18.6868694041425	0.151351351351351	0.151351351351351	1
"247"	247	67785	"San Bernardino"	"Mountain View Elementary"	"KK-08"	3182	153.1999969	3.530499935	26.94330025	328	658.5999756	4777.512695	12.89999962	8.95663166	654.7000122	662.5	20.7702354072306	0.103079824010057	0.103079824010057	1
"248"	248	68791	"San Luis Obispo"	"Pleasant Valley Joint Union Elementary"	"KK-06"	139	7.199999809	0.719399989	29.49640083	32	658.7999878	4862.790527	10.97099972	6.47481966	661.2999878	656.2999878	19.3055560676891	0.23021582733813	0.23021582733813	1
"249"	249	69625	"Santa Clara"	"Oak Grove Elementary"	"KK-08"	11855	588.8400269	9.015800476	32.76549911	1507	659.0500488	5486.029785	17.43519974	20.72543144	654.9000244	663.2000122	20.132802558297	0.127119358920287	0.127119358920287	1
"250"	250	61960	"El Dorado"	"Pollock Pines Elementary"	"KK-08"	1068	51.66999817	12.82769966	36.79779816	129	659.1500244	5486.382324	14.76000023	0.187265918	662.0999756	656.2000122	20.6696349492052	0.120786516853933	0.120786516853933	1
"251"	251	64345	"Los Angeles"	"Castaic Union Elementary"	"KK-08"	2295	103	4.039500237	31.3708992	224	659.3499756	4631.243652	14.60299969	13.98692894	658.2999878	660.4000244	22.2815533980583	0.09760348583878	0.09760348583878	1
"252"	252	63255	"Inyo"	"Bishop Union Elementary"	"KK-08"	1510	73.30000305	10.25979996	37.10860062	141	659.4000244	5189.62793	13.52233315	8.741721153	662.7999878	656	20.6002719941224	0.0933774834437086	0.0933774834437086	1
"253"	253	69138	"Santa Barbara"	"Buellton Union Elementary"	"KK-08"	579	27.79999924	1.5	31.5	60	659.4000244	4600.606445	16.66900063	20.03454208	660	658.7999878	20.8273386988769	0.103626943005181	0.103626943005181	1
"254"	254	75135	"Madera"	"Chawanakee Jt. Elementary"	"KK-08"	1012	52.63999939	10.4847002	33.63010025	140	659.7999878	6735.775391	13.52225018	1.383399248	660.7999878	658.7999878	19.2249242349393	0.138339920948617	0.138339920948617	1
"255"	255	70508	"Siskiyou"	"Yreka Union Elementary"	"KK-08"	1212	68.65000153	18.29719925	47.12469864	107	659.9000244	5475.172852	12.51799965	2.062706232	660.4000244	659.4000244	17.6547701819112	0.0882838283828383	0.0882838283828383	1
"256"	256	70599	"Sonoma"	"Alexander Valley Union Elementary"	"KK-06"	119	7	4	33.59999847	23	660.0500488	5990.794434	18.32600021	28.57143021	661.7000122	658.4000244	17	0.19327731092437	0.19327731092437	1
"257"	257	66415	"Nevada"	"Twin Ridges Elementary"	"KK-08"	590	35.76250076	7.796599865	30.6779995	78	660.0999756	7203.246582	11.4659996	0.169491529	673.0999756	647.0999756	16.4977277165111	0.132203389830508	0.132203389830508	1
"258"	258	72173	"Tulare"	"Sundale Union Elementary"	"KK-08"	546	27.60000038	13.91940022	54.76190186	60	660.1999512	4777.769043	10.09799957	13.73626423	659.7999878	660.5999756	19.7826084232829	0.10989010989011	0.10989010989011	1
"259"	259	72207	"Tulare"	"Three Rivers Union Elementary"	"KK-08"	248	11.11999989	7.46269989	21.26869965	51	660.2999878	4302.834961	15.36499977	0	667.7999878	652.7999878	22.3021584939962	0.205645161290323	0.205645161290323	1
"260"	260	72348	"Tuolumne"	"Columbia Union Elementary"	"KK-08"	461	26	14.4708004	48.81209946	150	660.75	5630.194824	10.3113327	0.21691975	666.9000244	654.5999756	17.7307692307692	0.325379609544469	0.325379609544469	1
"261"	261	65102	"Los Angeles"	"Westside Union Elementary"	"KK-08"	6312	308.6799927	9.837900162	22.69300079	496	660.9499512	4708.625	16.98662567	3.121039391	662.0999756	659.7999878	20.4483612455392	0.0785804816223067	0.0785804816223067	1
"262"	262	65649	"Merced"	"Ballico-Cressey Elementary"	"KK-08"	285	13.98999977	7.241399765	66.20690155	62	661.3499756	5629.961426	9.612000465	47.36842346	661.0999756	661.5999756	20.3716944021079	0.217543859649123	0.217543859649123	1
"263"	263	68973	"San Mateo"	"Millbrae Elementary"	"KK-08"	2325	115.3000031	2.881700039	15.6559	302	661.4500122	4890.986816	21.11050034	22.70967865	662	660.9000244	20.1647869686831	0.12989247311828	0.12989247311828	1
"264"	264	69435	"Santa Clara"	"Evergreen Elementary"	"KK-08"	11885	549.8400269	10.19769955	30.44169998	1790	661.5999756	4929.393066	16.47331238	29.12074089	659.0999756	664.0999756	21.615377961855	0.150610012620951	0.150610012620951	1
"265"	265	70730	"Sonoma"	"Harmony Union Elementary"	"KK-08"	564	27.43000031	6.89659977	21.37929916	46	661.5999756	4905.221191	18.36899948	4.43262434	672.4000244	650.7999878	20.5614288598599	0.0815602836879433	0.0815602836879433	1
"266"	266	63362	"Kern"	"Panama Buena Vista Union Elementary"	"KK-08"	12380	620.3800049	12.29520035	31.01889992	1671	661.8499756	5156.856934	16.65411186	4.814216614	660.0999756	663.5999756	19.9555109807183	0.134975767366721	0.134975767366721	1
"267"	267	68932	"San Mateo"	"Laguna Salada Union Elementary"	"KK-08"	3772	178.0599976	3.371999979	18.38780022	529	661.8499756	4941.787598	18.54422188	5.249204636	665.4000244	658.2999878	21.1838708909429	0.140243902439024	0.140243902439024	1
"268"	268	72371	"Tuolumne"	"Sonora Elementary"	"KK-08"	895	47.58000183	17.55319977	42.44680023	70	661.8499756	5408.781738	14.18000031	1.899441361	662.7000122	661	18.8104238246516	0.0782122905027933	0.0782122905027933	1
"269"	269	66910	"Placer"	"Roseville City Elementary"	"KK-08"	5714	277.6700134	10.53429985	30.06909943	489	661.9000244	4981.387695	18.02955437	8.66293335	664.2999878	659.5	20.5783834200658	0.0855792789639482	0.0855792789639482	1
"270"	270	71084	"Stanislaus"	"Gratton Elementary"	"KK-08"	105	5.730000019	0	0	16	661.9000244	4877.086426	13.58600044	10.47619057	662.5	661.2999878	18.3246072690807	0.152380952380952	0.152380952380952	1
"271"	271	64196	"Lassen"	"Susanville Elementary"	"KK-08"	1449	76.98999786	16.5279007	42.60089874	125	661.9500122	5111.739258	12.64000034	1.242236018	660.4000244	663.5	18.8206265784666	0.0862663906142167	0.0862663906142167	1
"272"	272	69872	"Shasta"	"Bella Vista Elementary"	"KK-08"	510	24.5	20.39220047	45.88240051	95	662.4000244	5201.515625	11.10299969	0	663.0999756	661.7000122	20.8163265306122	0.186274509803922	0.186274509803922	1
"273"	273	71852	"Tulare"	"Columbine Elementary"	"KK-08"	160	8	11.25	56.875	39	662.4000244	4138.305664	7.5	9.375	651.4000244	673.4000244	20	0.24375	0.24375	1
"274"	274	64626	"Los Angeles"	"Hughes-Elizabeth Lakes Union Elementary"	"KK-08"	433	22	9.336099625	25.10370064	50	662.4500122	5743.597168	15.50599957	1.385681391	665.4000244	659.5	19.6818181818182	0.115473441108545	0.115473441108545	1
"275"	275	69591	"Santa Clara"	"Mountain View Elementary"	"KK-08"	3186	164.3099976	5.45389986	44.39070129	411	662.5	5702.705078	22.84140015	35.34212112	663.5	661.5	19.3901773874775	0.129001883239171	0.129001883239171	1
"276"	276	65045	"Los Angeles"	"Sulphur Springs Union Elementary"	"KK-06"	5010	239.3999939	5.298900127	27.35449982	576	662.5500488	4802.152832	19.82312584	9.64071846	661.7000122	663.4000244	20.9273188289751	0.11497005988024	0.11497005988024	1
"277"	277	70680	"Sonoma"	"Forestville Union Elementary"	"KK-08"	717	35.95000076	8.888899803	24.72220039	100	662.5500488	5442.143066	16.34700012	2.231520176	669.4000244	655.7000122	19.9443667550009	0.139470013947001	0.139470013947001	1
"278"	278	63750	"Kern"	"Rosedale Union Elementary"	"KK-08"	3548	170.6499939	3.25999999	14.8508997	335	662.6500244	4522.375488	16.29299927	0.36640361	658.2999878	667	20.7910936233558	0.0944193912063134	0.0944193912063134	1
"279"	279	69948	"Shasta"	"Columbia Elementary"	"KK-08"	868	45.20000076	16.58989906	29.83869934	78	662.7000122	4965.808105	13.24800014	0.57603687	662.4000244	663	19.2035395001175	0.0898617511520737	0.0898617511520737	1
"280"	280	66795	"Placer"	"Colfax Elementary"	"KK-08"	507	26.64999962	13.20390034	37.08739853	60	662.75	5358.326172	14.01000023	0	667.0999756	658.4000244	19.0243905151695	0.118343195266272	0.118343195266272	1
"281"	281	70425	"Siskiyou"	"Mt. Shasta Union Elementary"	"KK-08"	822	46.65000153	8.073800087	25.60549927	105	662.9000244	5784.625	14.16300011	0.851581514	668.2999878	657.5	17.6205782002254	0.127737226277372	0.127737226277372	1
"282"	282	70870	"Sonoma"	"Piner-Olivet Union Elementary"	"KK-06"	1792	88.55000305	3.125	20.92630005	143	663.3499756	5072.70459	15.77099991	5.524553776	667.4000244	659.2999878	20.2371534531528	0.0797991071428571	0.0797991071428571	1
"283"	283	65185	"Madera"	"Bass Lake Joint Elementary"	"KK-08"	1202	62.29999924	12.07689953	35.84619904	190	663.4499512	5556.041016	14.48333263	0	664.2999878	662.5999756	19.2937402032623	0.158069883527454	0.158069883527454	1
"284"	284	62745	"Humboldt"	"Cutten Elementary"	"KK-06"	515	27.35000038	16.11650085	26.21360016	58	663.5	5190.310059	14.20899963	0	660.2000122	666.7999878	18.8299814568412	0.112621359223301	0.112621359223301	1
"285"	285	61952	"El Dorado"	"Placerville Union Elementary"	"KK-08"	1354	66.56999969	12.0383997	36.48450089	263	663.8499756	5211.485352	15.16699982	2.437223196	666.4000244	661.2999878	20.3394923584985	0.19423929098966	0.19423929098966	1
"286"	286	71035	"Sonoma"	"Wright Elementary"	"KK-06"	1252	65.11000061	9.451199532	43.21649933	113	663.8499756	5284.164063	12.58425045	20.76677322	659.4000244	668.2999878	19.2289969017096	0.0902555910543131	0.0902555910543131	1
"287"	287	71522	"Tehama"	"Evergreen Union Elementary"	"KK-08"	823	46	13.85179996	55.28549957	127	663.9000244	5331.920898	10.55099964	2.187120438	657.7000122	670.0999756	17.8913043478261	0.154313487241798	0.154313487241798	1
"288"	288	70847	"Sonoma"	"Old Adobe Union Elementary"	"KK-06"	2231	114.3000031	2.916100025	13.36919975	258	664	5599.60791	16.95599937	13.62617588	666.2000122	661.7999878	19.5188096193499	0.115643209323173	0.115643209323173	1
"289"	289	71019	"Sonoma"	"Wilmar Union Elementary"	"KK-06"	271	14.19999981	4.467400074	25.42959976	81	664	4881.899414	17.70899963	13.28413296	668.7000122	659.2999878	19.0845072976096	0.298892988929889	0.298892988929889	1
"290"	290	66761	"Placer"	"Ackerman Elementary"	"KK-08"	309	15.5	4.207099915	32.68610001	85	664.1500244	4700.432129	16.27199936	1.941747546	671.2999878	657	19.9354838709677	0.275080906148867	0.275080906148867	1
"291"	291	69815	"Santa Cruz"	"Santa Cruz City Elementary"	"KK-06"	3005	159.2200012	8.619000435	33.81029892	308	664.1500244	5650	17.9008007	23.0615654	666.7000122	661.5999756	18.8732569862586	0.102495840266223	0.102495840266223	1
"292"	292	62679	"Humboldt"	"Arcata Elementary"	"KK-08"	966	47.95999908	20.95809937	47.30540085	114	664.2999878	5318.240723	11.83399963	0.621118009	674	654.5999756	20.1417852070568	0.118012422360248	0.118012422360248	1
"293"	293	67595	"San Bernardino"	"Alta Loma Elementary"	"KK-08"	7710	327.2999878	4.472199917	15.92990017	814	664.4000244	4709.054199	18.6201992	3.255512238	663.4000244	665.4000244	23.5563711805308	0.105577172503243	0.105577172503243	1
"294"	294	66837	"Placer"	"Foresthill Union Elementary"	"KK-08"	762	35.5	10.8107996	30.37319946	54	664.4499512	5143.19043	12.43099976	0	663.0999756	665.7999878	21.4647887323944	0.0708661417322835	0.0708661417322835	1
"295"	295	61929	"El Dorado"	"Mother Lode Union Elementary"	"KK-08"	1708	89	8.489500046	29.03980064	206	664.7000122	5133.009766	15.16699982	2.224824429	665.5	663.9000244	19.1910112359551	0.120608899297424	0.120608899297424	1
"296"	296	66613	"Orange"	"Ocean View Elementary"	"KK-08"	9850	489.2999878	3.335000038	30.64369965	1113	664.75	5081.455566	20.87574959	18.55837631	663.7000122	665.7999878	20.1307996026891	0.112994923857868	0.112994923857868	1
"297"	297	62596	"Glenn"	"Lake Elementary"	"KK-08"	129	5	9.302300453	50.38759995	10	664.9499512	4016.41626	10.63899994	6.201550484	667.5999756	662.2999878	25.8	0.0775193798449612	0.0775193798449612	1
"298"	298	69039	"San Mateo"	"San Mateo-Foster City Elementary"	"KK-08"	10619	565.5100098	2.538399935	28.37660027	1150	664.9500122	5374.050293	25.02961922	18.45748138	665.9000244	664	18.7777401212678	0.108296449759864	0.108296449759864	1
"299"	299	69195	"Santa Barbara"	"Goleta Union Elementary"	"KK-06"	4521	236.5800018	3.705199957	31.08279991	494	665.0999756	5427.548828	16.75780106	32.07255173	666.7999878	663.4000244	19.1098147163849	0.109267861092679	0.109267861092679	1
"300"	300	67736	"San Bernardino"	"Helendale Elementary"	"KK-08"	580	29.44000053	11.89659977	30.17239952	114	665.2000122	5179.644531	15.29699993	3.965517044	656.2000122	674.2000122	19.7010866018486	0.196551724137931	0.196551724137931	1
"301"	301	70854	"Sonoma"	"Petaluma City Elementary"	"KK-06"	2569	138	5.486400127	24.74710083	326	665.3499756	5400	17.3694458	15.33670712	669.7999878	660.9000244	18.6159420289855	0.126897625535228	0.126897625535228	1
"302"	302	69690	"Santa Clara"	"Sunnyvale Elementary"	"KK-08"	6022	286.7999878	6.394999981	36.0007019	756	665.6500244	5726.146484	22.09600067	27.66522789	663.9000244	667.4000244	20.9972114929079	0.125539687811358	0.125539687811358	1
"303"	303	69179	"Santa Barbara"	"College Elementary"	"KK-08"	670	33.5	0.416099995	13.8696003	47	665.9000244	5003.870117	22.84199905	12.53731441	670.2999878	661.5	20	0.0701492537313433	0.0701492537313433	1
"304"	304	68197	"San Diego"	"La Mesa-Spring Valley"	"KK-08"	14708	700.9400024	13.53009987	45.72340012	1962	665.9500122	4969.51123	18.31987572	12.68017483	664.5	667.4000244	20.9832509910124	0.133396790862116	0.133396790862116	1
"305"	305	66530	"Orange"	"Huntington Beach City Elementary"	"KK-08"	6601	305	1.196799994	15.08860016	706	666	4747.295898	25.03000069	6.908044338	668	664	21.6426229508197	0.106953491895167	0.106953491895167	1
"306"	306	69336	"Santa Barbara"	"Solvang Elementary"	"KK-08"	675	33.70000076	0	31.8519001	87	666.0500488	4543.305176	21.95700073	14.96296215	668.7000122	663.4000244	20.0296731387967	0.128888888888889	0.128888888888889	1
"307"	307	69849	"Santa Cruz"	"Soquel Elementary"	"KK-08"	2458	124.0699997	6.018700123	24.60350037	193	666.0999756	5229.591309	18.79683304	11.26932526	666.9000244	665.2999878	19.8113968400372	0.0785191212367779	0.0785191212367779	1
"308"	308	62554	"Glenn"	"Capay Joint Union Elementary"	"KK-08"	144	8	4.166699886	44.44440079	14	666.1500244	4507.353027	10.63899994	9.722222328	671.9000244	660.4000244	18	0.0972222222222222	0.0972222222222222	1
"309"	309	70714	"Sonoma"	"Gravenstein Union Elementary"	"KK-08"	573	29.60000038	6.993000031	15.20979977	48	666.1500244	5302.62793	17.50799942	3.315881252	671	661.2999878	19.3581078595919	0.0837696335078534	0.0837696335078534	1
"310"	310	66381	"Nevada"	"Pleasant Valley Elementary"	"KK-08"	721	35.72999954	1.849400043	18.49410057	82	666.4499512	5545.610352	18.59300041	0.693481266	668.7999878	664.0999756	20.1791214464706	0.11373092926491	0.11373092926491	1
"311"	311	63990	"Kings"	"Pioneer Union Elementary"	"KK-08"	992	46.97000122	3.729799986	22.88310051	160	666.5500488	4615.908691	11.11600018	5.141129017	671.2000122	661.9000244	21.1198631942467	0.161290322580645	0.161290322580645	1
"312"	312	68361	"San Diego"	"Santee Elementary"	"KK-08"	8432	360.5	6.392300129	22.98390007	0	666.5999756	5397.689453	14.09766674	4.969165325	663.7000122	669.5	23.3897364771151	0	0	1
"313"	313	64113	"Lassen"	"Johnstonville Elementary"	"KK-08"	244	11	15.57380009	40.16389847	15	666.6500244	5118.373047	12.64000034	6.967213154	672.0999756	661.2000122	22.1818181818182	0.0614754098360656	0.0614754098360656	1
"314"	314	72553	"Ventura"	"Pleasant Valley Elementary"	"KK-08"	7116	356.8200073	2.598999977	13.27620029	785	666.6500244	5008.070801	20.93642807	7.99606514	667.5	665.7999878	19.9428279087982	0.110314783586284	0.110314783586284	1
"315"	315	72355	"Tuolumne"	"Curtis Creek Elementary"	"KK-08"	830	46.65999985	10.41189957	32.6086998	95	666.6999512	4906.030273	14.18000031	0.481927723	662.0999756	671.2999878	17.7882555222511	0.114457831325301	0.114457831325301	1
"316"	316	70300	"Siskiyou"	"Fort Jones Union Elementary"	"KK-06"	160	10.88000011	13.37580013	53.50320053	38	666.8499756	6870.346191	11.82600021	2.5	666.9000244	666.7999878	14.7058822042604	0.2375	0.2375	1
"317"	317	70805	"Sonoma"	"Mark West Union Elementary"	"KK-06"	1588	83.40000153	6.798500061	20.58099937	220	666.8499756	5301.716309	18.67099953	3.841310024	671.2999878	662.4000244	19.0407670367821	0.138539042821159	0.138539042821159	1
"318"	318	67967	"San Diego"	"Alpine Union Elementary"	"KK-08"	2272	108.75	4.049300194	16.06509972	307	667.1500244	5182.365723	17.33200073	1.32042253	667.7000122	666.5999756	20.8919540229885	0.13512323943662	0.13512323943662	1
"319"	319	70938	"Sonoma"	"Sebastopol Union Elementary"	"KK-08"	1425	71.83000183	5.092599869	19.8302002	65	667.1999512	4999.46875	17.50799942	4.91228056	669.7999878	664.5999756	19.838507081937	0.0456140350877193	0.0456140350877193	1
"320"	320	62828	"Humboldt"	"Freshwater Elementary"	"KK-06"	245	12.55000019	8.979599953	13.06120014	30	667.4500122	6732.066406	15.57199955	0	672.2000122	662.7000122	19.5219120550467	0.122448979591837	0.122448979591837	1
"321"	321	63693	"Kern"	"Norris Elementary"	"KK-08"	1349	65.21250153	2.001499891	8.673100471	259	667.4500122	4612.989746	15.56725025	0.222386956	667	667.9000244	20.6862176476916	0.191994069681245	0.191994069681245	1
"322"	322	72132	"Tulare"	"Springville Union Elementary"	"KK-08"	400	22	13.80090046	29.86429977	65	667.5999756	5478.845703	15.75199986	0	669.2000122	666	18.1818181818182	0.1625	0.1625	1
"323"	323	69575	"Santa Clara"	"Moreland Elementary"	"KK-08"	4632	245.1799927	7.037000179	23.6420002	637	668	5666.713867	20.46999931	17.85405922	669.4000244	666.5999756	18.8922429966285	0.137521588946459	0.137521588946459	1
"324"	324	63610	"Kern"	"Maple Elementary"	"KK-08"	224	9	5.35710001	35.26789856	15	668.0999756	4742.51416	9.708999634	4.464285851	660.5	675.7000122	24.8888888888889	0.0669642857142857	0.0669642857142857	1
"325"	325	63941	"Kings"	"Kings River-Hardwick Union Elementary"	"KK-08"	576	31	3.993099928	28.125	92	668.4000244	4907.392578	11.11600018	9.548611641	665.7999878	671	18.5806451612903	0.159722222222222	0.159722222222222	1
"326"	326	68163	"San Diego"	"Julian Union Elementary"	"KK-08"	451	25	8.647500038	11.7517004	75	668.5999756	5700.402344	16.32099915	3.991130829	672.7000122	664.5	18.04	0.16629711751663	0.16629711751663	1
"327"	327	68007	"San Diego"	"Cardiff Elementary"	"KK-06"	900	50.75	2.101799965	24.3362999	145	668.6500244	5191.834473	21.96699905	20.66666603	668.7999878	668.5	17.7339901477833	0.161111111111111	0.161111111111111	1
"328"	328	72108	"Tulare"	"Saucelito Elementary"	"KK-08"	118	5.5	8.333299637	51.66669846	10	668.7999878	4451.256836	8.934000015	7.627118587	668.5	669.0999756	21.4545454545455	0.0847457627118644	0.0847457627118644	1
"329"	329	67975	"San Diego"	"Bonsall Union Elementary"	"KK-08"	1457	73.12999725	5.982299805	42.9640007	0	668.9000244	5627.527832	19.99699974	27.45367241	666.2000122	671.5999756	19.9234247885877	0	0	1
"330"	330	66480	"Orange"	"Cypress Elementary"	"KK-06"	4734	232.75	2.607800007	19.37249947	586	668.9500122	4922.939941	18.82723045	10.85762596	665.5	672.4000244	20.3394199785177	0.123785382340515	0.123785382340515	1
"331"	331	64766	"Los Angeles"	"Lowell Joint Elementary"	"KK-08"	3303	146.5	4.662399769	16.95429993	379	669.0999756	4969.380859	18.1186657	5.025733948	666.0999756	672.0999756	22.5460750853242	0.11474417196488	0.11474417196488	1
"332"	332	64832	"Los Angeles"	"Newhall Elementary"	"KK-06"	6055	286.9200134	5.613399982	30.08510017	540	669.3000488	4829.717285	23.66737556	14.23616886	668.9000244	669.7000122	21.1034424829704	0.0891824938067713	0.0891824938067713	1
"333"	333	65359	"Marin"	"Lagunitas Elementary"	"KK-08"	424	23.29999924	3.537699938	15.3302002	39	669.3000488	6716.692871	22.13899994	0.235849053	680.9000244	657.7000122	18.197425486268	0.0919811320754717	0.0919811320754717	1
"334"	334	69385	"Santa Clara"	"Cambrian Elementary"	"KK-08"	2801	139.3000031	5.033899784	23.09889984	615	669.3499756	5205.941895	20.54599953	2.070688963	673.2999878	665.4000244	20.1076808159813	0.219564441270975	0.219564441270975	1
"335"	335	71654	"Tehama"	"Richfield Elementary"	"KK-08"	187	9.760000229	17.55319977	44.68090057	37	669.3499756	4357.826172	9.484999657	8.556149483	664.5999756	674.0999756	19.1598356160243	0.197860962566845	0.197860962566845	1
"336"	336	62794	"Humboldt"	"Fieldbrook Elementary"	"KK-08"	129	6.599999905	13.95349979	27.1317997	17	669.7999878	5195.918945	11.83399963	0	670.0999756	669.5	19.5454548267906	0.131782945736434	0.131782945736434	1
"337"	337	68049	"San Diego"	"Dehesa Elementary"	"KK-06"	188	9	6.382999897	36.70209885	41	669.8499756	6002.071777	18.79899979	4.787234306	673.2000122	666.5	20.8888888888889	0.218085106382979	0.218085106382979	1
"338"	338	69955	"Shasta"	"Cottonwood Union Elementary"	"KK-08"	1212	65.90000153	22.19470024	46.12210083	116	669.9500122	5090.587891	10.55099964	3.960396051	669.2000122	670.7000122	18.3915018491806	0.0957095709570957	0.0957095709570957	1
"339"	339	63479	"Kern"	"Fruitvale Elementary"	"KK-08"	2596	135.3500061	3.004600048	19.53000069	249	670	5112.390137	15.51900005	1.579352856	669.2000122	670.7999878	19.1799030883088	0.0959167950693374	0.0959167950693374	1
"340"	340	69708	"Santa Clara"	"Union Elementary"	"KK-08"	4925	253.8959961	3.821099997	12.17479992	753	670.6999512	5287.35498	21.63172722	3.593908548	672.7999878	668.5999756	19.3977064453597	0.152893401015228	0.152893401015228	1
"341"	341	66498	"Orange"	"Fountain Valley Elementary"	"KK-08"	6257	288.6300049	2.163500071	15.51280022	930	671.25	4889.47998	21.09575081	8.726226807	671.2000122	671.2999878	21.6782728537451	0.148633530445901	0.148633530445901	1
"342"	342	61879	"El Dorado"	"Gold Oak Union Elementary"	"KK-08"	868	45	4.723499775	19.00919914	122	671.2999878	5118.130371	15.16699982	0	674.5999756	668	19.2888888888889	0.140552995391705	0.140552995391705	1
"343"	343	61838	"El Dorado"	"Buckeye Union Elementary"	"KK-08"	3787	186.1000061	3.247999907	8.34430027	934	671.5999756	5119.123047	19.11700058	0.264061272	674.9000244	668.2999878	20.3492739165472	0.246633218906786	0.246633218906786	1
"344"	344	75085	"Placer"	"Rocklin Unified"	"KK-08"	6423	306.3800049	2.929899931	14.26599979	855	671.5999756	4792.211426	17.62000084	1.447921515	671.4000244	671.7999878	20.9641618162922	0.133115366651098	0.133115366651098	1
"345"	345	61887	"El Dorado"	"Gold Trail Union Elementary"	"KK-08"	678	34.84000015	2.507400036	15.92920017	47	671.6500244	5450.103516	15.16699982	0.147492617	677.5999756	665.7000122	19.4603902721281	0.0693215339233038	0.0693215339233038	1
"346"	346	62885	"Humboldt"	"Hydesville Elementary"	"KK-08"	162	8.399999619	16.95910072	33.91809845	23	671.6999512	5210.724609	10.64299965	0	679.7999878	663.5999756	19.2857151604592	0.141975308641975	0.141975308641975	1
"347"	347	64998	"Los Angeles"	"Saugus Union Elementary"	"KK-06"	8529	407.7000122	2.192500114	11.70129967	834	671.75	4715.445801	20.73905563	3.705006361	668.9000244	674.5999756	20.9197933401484	0.0977840309532184	0.0977840309532184	1
"348"	348	66845	"Placer"	"Loomis Union Elementary"	"KK-08"	1862	89.08999634	2.829699993	21.08919907	231	671.9000244	4632.068359	21.56599998	0.268528461	673.0999756	670.7000122	20.900214126106	0.12406015037594	0.12406015037594	1
"349"	349	66886	"Placer"	"Placer Hills Union Elementary"	"KK-08"	1452	70.5	2.426000118	10.41419983	183	671.9000244	5028.561523	17.65600014	0	679.5999756	664.2000122	20.5957446808511	0.12603305785124	0.12603305785124	1
"350"	350	70672	"Sonoma"	"Dunham Elementary"	"KK-06"	155	8	0.645200014	12.25809956	32	671.9499512	5695.466797	17.70899963	4.516129017	672.2999878	671.5999756	19.375	0.206451612903226	0.206451612903226	1
"351"	351	69021	"San Mateo"	"San Carlos Elementary"	"KK-08"	2536	127.1100006	2.032799959	2.032799959	343	672.0499878	4504.294922	27.81599998	2.444794893	676.0999756	668	19.9512232556783	0.135252365930599	0.135252365930599	1
